pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s
3,7,4,12.8673,13.01,13.1527,0.2854
3,7,1,13.2029,13.3526,13.5024,0.2996
3,7,1,13.5579,13.6951,13.8323,0.2744
3,7,6,13.8868,14.0277,14.1687,0.2819
3,7,6,14.2261,14.3656,14.5051,0.279
3,7,3,14.5685,14.711,14.8535,0.285
3,7,3,14.9049,15.0599,15.215,0.3101
3,7,5,15.273,15.4169,15.5607,0.2877
3,7,1,15.6131,15.7572,15.9014,0.2883
3,7,4,15.9549,16.102,16.2491,0.2941
3,7,5,16.3067,16.4508,16.5948,0.2881
3,7,6,16.6497,16.7986,16.9476,0.2978
3,7,2,17.0029,17.1499,17.2968,0.294
3,7,3,17.3501,17.4954,17.6406,0.2905
3,7,6,17.6963,17.8363,17.9762,0.2799
3,7,3,18.0335,18.1733,18.3131,0.2796
3,7,2,18.359,18.5154,18.6718,0.3128
3,7,3,18.722,18.8853,19.0486,0.3266
3,7,6,19.103,19.2456,19.3883,0.2853
3,7,4,19.4407,19.5827,19.7247,0.284
3,7,6,19.7819,19.9228,20.0637,0.2817
3,7,1,20.1217,20.2566,20.3916,0.2699
3,7,1,20.4462,20.5942,20.7421,0.2959
3,7,4,20.7977,20.9372,21.0768,0.2791
3,7,4,21.1339,21.2829,21.4318,0.2979
3,7,1,21.4903,21.6436,21.7969,0.3066
3,7,2,21.8534,21.9947,22.1359,0.2826
3,7,5,22.1895,22.3326,22.4757,0.2862
3,7,4,22.5316,22.6724,22.8133,0.2817
3,7,2,22.8724,23.0197,23.1669,0.2945
3,7,3,23.2212,23.371,23.5208,0.2995
3,7,6,23.5755,23.7131,23.8506,0.275
3,7,3,23.9081,24.047,24.1859,0.2778
3,7,6,24.2374,24.3854,24.5334,0.296
3,7,6,24.58,24.7258,24.8717,0.2916
3,7,6,24.9328,25.0696,25.2064,0.2736
3,7,2,25.2682,25.4046,25.5411,0.2728
3,7,5,25.5884,25.7469,25.9054,0.3171
3,7,6,25.9606,26.11,26.2595,0.2989
3,7,6,26.3172,26.459,26.6007,0.2834
3,7,5,26.6603,26.793,26.9257,0.2654
3,7,4,26.9811,27.1212,27.2612,0.2801
3,7,1,27.3184,27.4731,27.6278,0.3094
3,7,1,27.6793,27.8299,27.9804,0.3011
3,7,6,28.0392,28.1818,28.3244,0.2852
3,7,5,28.3828,28.5195,28.6562,0.2734
3,7,2,28.7174,28.8647,29.0119,0.2945
3,7,3,29.0659,29.2183,29.3707,0.3049
3,7,6,29.4227,29.563,29.7033,0.2806
3,7,3,29.7621,29.9013,30.0405,0.2784
3,7,2,30.0946,30.2437,30.3928,0.2982
3,7,6,30.4459,30.5978,30.7497,0.3038
3,7,5,30.7972,30.9442,31.0911,0.2938
3,7,1,31.1489,31.2897,31.4306,0.2817
3,7,5,31.4817,31.6318,31.782,0.3003
3,7,6,31.8362,31.9769,32.1176,0.2813
3,7,5,32.1713,32.3166,32.4618,0.2906
3,7,1,32.5203,32.658,32.7957,0.2755
3,7,1,32.8478,33.0007,33.1537,0.3059
3,7,4,33.2111,33.3547,33.4983,0.2872
3,7,1,33.5546,33.6928,33.8309,0.2763
3,7,2,33.8844,34.0251,34.1658,0.2814
3,7,5,34.2181,34.369,34.5199,0.3019
3,7,5,34.5759,34.731,34.886,0.3101
3,7,4,34.9434,35.0961,35.2488,0.3053
3,7,1,35.3068,35.456,35.6053,0.2985
3,7,6,35.6529,35.811,35.9691,0.3162
3,7,4,36.0272,36.1654,36.3036,0.2764
3,7,5,36.3593,36.5053,36.6513,0.292
3,7,6,36.7005,36.8545,37.0084,0.3079
3,7,2,37.0614,37.2094,37.3575,0.2962
3,7,4,37.4179,37.5563,37.6947,0.2768
3,7,5,37.743,37.8935,38.044,0.3009
3,7,6,38.0987,38.2434,38.3881,0.2894
3,7,1,38.4394,38.5893,38.7393,0.2999
3,7,1,38.7971,38.9394,39.0818,0.2847
3,7,1,39.1394,39.2808,39.4221,0.2827
3,7,4,39.4817,39.6229,39.7642,0.2825
3,7,3,39.8221,39.9562,40.0904,0.2683
3,7,6,40.145,40.2806,40.4162,0.2712
3,7,3,40.4659,40.6086,40.7512,0.2853
3,7,2,40.8053,40.9559,41.1066,0.3013
3,7,1,41.159,41.3077,41.4563,0.2973
3,7,4,41.5126,41.6513,41.79,0.2775
3,7,1,41.8477,41.983,42.1183,0.2707
3,7,2,42.1691,42.3183,42.4675,0.2984
3,7,2,42.5196,42.6637,42.8079,0.2883
3,7,4,42.8602,43.0174,43.1746,0.3144
3,7,5,43.2276,43.3788,43.53,0.3025
3,7,1,43.5874,43.7367,43.8861,0.2987
3,7,1,43.9317,44.099,44.2663,0.3346
3,7,3,44.3165,44.4776,44.6386,0.3221
3,7,5,44.6893,44.8297,44.9701,0.2808
3,7,1,45.0259,45.1752,45.3244,0.2985
3,7,1,45.3796,45.5225,45.6655,0.2859
3,7,3,45.724,45.8643,46.0045,0.2805
3,7,3,46.0609,46.1926,46.3243,0.2633
3,7,6,46.3812,46.5249,46.6686,0.2874
3,7,3,46.7253,46.8686,47.0119,0.2866
3,7,2,47.0674,47.2148,47.3622,0.2948
3,7,6,47.4122,47.5686,47.7249,0.3127
3,7,3,47.7849,47.9217,48.0584,0.2735
3,7,4,48.1102,48.2612,48.4122,0.302
3,7,1,48.4629,48.6182,48.7735,0.3106
3,7,2,48.8265,48.9813,49.1361,0.3096
3,7,3,49.1988,49.3375,49.4762,0.2774
3,7,3,49.5322,49.6733,49.8144,0.2822
3,7,5,49.8675,50.0145,50.1616,0.2941
3,7,4,50.2115,50.3635,50.5156,0.3041
3,7,1,50.5737,50.7184,50.863,0.2893
3,7,3,50.9161,51.0585,51.2009,0.2848
3,7,6,51.2572,51.3851,51.5129,0.2557
3,7,3,51.566,51.7107,51.8554,0.2894
3,7,6,51.9138,52.057,52.2002,0.2863
3,7,4,52.2517,52.3964,52.541,0.2893
3,7,1,52.5981,52.739,52.88,0.282
3,7,1,52.9336,53.0751,53.2167,0.2831
3,7,6,53.2735,53.4152,53.5569,0.2835
3,7,1,53.6114,53.764,53.9165,0.3051
3,7,2,53.9665,54.1353,54.3041,0.3376
3,7,3,54.3587,54.5073,54.656,0.2973
3,7,3,54.71,54.847,54.984,0.274
3,7,1,55.0428,55.1837,55.3246,0.2818
3,7,1,55.3691,55.5207,55.6723,0.3031
3,7,5,55.7218,55.8814,56.041,0.3192
3,7,1,56.096,56.2421,56.3881,0.2921
3,7,2,56.4468,56.5909,56.7349,0.2882
3,7,6,56.7893,56.928,57.0666,0.2773
3,7,6,57.1129,57.2591,57.4053,0.2924
3,7,3,57.4716,57.6095,57.7475,0.2759
3,7,2,57.7974,57.9424,58.0875,0.2901
3,7,1,58.1378,58.2994,58.4609,0.323
3,7,1,58.5169,58.6654,58.8139,0.297
3,7,4,58.8723,59.0142,59.1561,0.2838
3,7,2,59.2146,59.3641,59.5137,0.2991
3,7,3,59.5685,59.7187,59.8689,0.3004
3,7,6,59.9242,60.0629,60.2015,0.2773
3,7,5,60.2596,60.3998,60.54,0.2804
3,7,5,60.5981,60.7367,60.8752,0.2771
3,7,6,60.9305,61.0782,61.2259,0.2954
3,7,6,61.286,61.427,61.568,0.282
3,7,2,61.6337,61.7785,61.9233,0.2896
3,7,1,61.9768,62.1377,62.2985,0.3217
3,7,1,62.3491,62.528,62.7068,0.3577
3,7,4,62.7645,62.9112,63.0578,0.2932
3,7,3,63.1136,63.2684,63.4232,0.3096
3,7,5,63.4826,63.6147,63.7467,0.2641
3,7,5,63.7983,63.9532,64.1081,0.3098
3,7,6,64.1662,64.3174,64.4686,0.3024
3,7,3,64.5282,64.6679,64.8076,0.2794
3,7,3,64.8589,65.006,65.1532,0.2943
3,7,6,65.207,65.3527,65.4983,0.2913
3,7,4,65.5556,65.6949,65.8341,0.2785
3,7,6,65.889,66.0336,66.1781,0.2891
3,7,5,66.2326,66.378,66.5234,0.2908
3,7,1,66.5828,66.7241,66.8653,0.2824
3,7,1,66.9102,67.0902,67.2702,0.36
3,7,2,67.3272,67.4685,67.6098,0.2826
3,7,3,67.6603,67.8016,67.9428,0.2825
3,7,5,67.9995,68.1419,68.2843,0.2848
3,7,4,68.3397,68.4995,68.6594,0.3197
3,7,6,68.7193,68.8708,69.0223,0.303
3,7,6,69.078,69.2228,69.3675,0.2894
3,7,3,69.4285,69.5752,69.7219,0.2933
3,7,2,69.7684,69.9263,70.0842,0.3158
3,7,3,70.1357,70.2926,70.4496,0.3139
3,7,5,70.5066,70.6553,70.804,0.2974
3,7,5,70.8582,71.0124,71.1665,0.3083
3,7,6,71.22,71.3738,71.5276,0.3076
3,7,3,71.5753,71.7335,71.8917,0.3165
3,7,4,71.9472,72.0918,72.2365,0.2893
3,7,5,72.2882,72.4317,72.5752,0.287
3,7,2,72.6296,72.7769,72.9242,0.2946
3,7,6,72.9806,73.1238,73.2671,0.2865
3,7,5,73.3247,73.4625,73.6004,0.2758
3,7,2,73.6619,73.8075,73.9531,0.2913
3,7,2,74.0072,74.1576,74.3081,0.3009
3,7,5,74.3614,74.5103,74.6591,0.2976
3,7,4,74.709,74.864,75.019,0.31
3,7,1,75.0803,75.2225,75.3646,0.2843
3,7,1,75.4153,75.5682,75.7212,0.3059
3,7,6,75.7765,75.9305,76.0844,0.3079
3,7,4,76.1439,76.2886,76.4332,0.2893
3,7,6,76.4903,76.6423,76.7943,0.304
3,7,2,76.8539,77.007,77.1601,0.3062
3,7,2,77.205,77.3789,77.5528,0.3478
3,7,2,77.6078,77.7621,77.9165,0.3087
3,7,5,77.9751,78.1246,78.2741,0.299
3,7,3,78.3274,78.4773,78.6272,0.2998
3,7,3,78.6767,78.8248,78.9729,0.2962
3,7,2,79.0317,79.1715,79.3113,0.2796
3,7,5,79.361,79.515,79.6691,0.3081
3,7,6,79.7184,79.8765,80.0346,0.3162
3,7,6,80.0886,80.2355,80.3824,0.2939
3,7,5,80.4481,80.5852,80.7223,0.2742
3,7,6,80.7819,80.9297,81.0774,0.2955
3,7,6,81.133,81.2761,81.4191,0.286
3,7,3,81.471,81.6159,81.7608,0.2897
3,7,4,81.8126,81.9625,82.1124,0.2998
3,7,3,82.1694,82.3097,82.4501,0.2807
3,7,6,82.4975,82.6419,82.7862,0.2887
3,7,6,82.8462,82.9883,83.1304,0.2842
3,7,5,83.1895,83.3332,83.477,0.2875
3,7,1,83.5338,83.6739,83.814,0.2802
3,7,2,83.8682,84.0137,84.1592,0.291
3,7,6,84.2054,84.3566,84.5078,0.3024
3,7,6,84.5528,84.7015,84.8503,0.2976
3,7,2,84.9142,85.0483,85.1823,0.2681
3,7,1,85.2337,85.3833,85.533,0.2993
3,7,4,85.5865,85.7298,85.8731,0.2866
3,7,2,85.9315,86.0695,86.2076,0.2761
3,7,6,86.2586,86.4161,86.5737,0.3152
3,7,3,86.6308,86.7684,86.906,0.2752
3,7,3,86.9564,87.1084,87.2603,0.3039
3,7,3,87.3182,87.459,87.5997,0.2815
3,7,5,87.6572,87.7985,87.9398,0.2827
3,7,3,87.9947,88.1386,88.2826,0.2879
3,7,6,88.3294,88.4835,88.6377,0.3083
3,7,3,88.6968,88.8365,88.9762,0.2794
3,7,6,89.0269,89.1772,89.3274,0.3005
3,7,2,89.3846,89.525,89.6653,0.2807
3,7,3,89.716,89.8686,90.0211,0.3051
4,7,4,2.052,2.1975,2.3429,0.2909
4,7,1,2.4009,2.5418,2.6827,0.2819
4,7,2,2.7298,2.8871,3.0443,0.3145
4,7,5,3.0969,3.2485,3.4001,0.3033
4,7,3,3.4565,3.5967,3.7369,0.2804
4,7,3,3.7886,3.9373,4.0859,0.2973
4,7,5,4.1437,4.2881,4.4325,0.2888
4,7,3,4.4882,4.6305,4.7728,0.2846
4,7,3,4.8208,4.9692,5.1176,0.2968
4,7,4,5.1755,5.3202,5.4649,0.2894
4,7,4,5.5122,5.6702,5.8283,0.3161
4,7,1,5.887,6.0403,6.1936,0.3067
4,7,2,6.2511,6.3908,6.5306,0.2796
4,7,6,6.5858,6.7224,6.859,0.2733
4,7,3,6.9154,7.0546,7.1939,0.2784
4,7,2,7.2486,7.399,7.5493,0.3007
4,7,3,7.6043,7.7505,7.8966,0.2923
4,7,2,7.9532,8.094,8.2349,0.2818
4,7,3,8.2875,8.4366,8.5857,0.2983
4,7,4,8.6425,8.7828,8.9231,0.2806
4,7,6,8.975,9.1185,9.262,0.2871
4,7,2,9.3213,9.4568,9.5922,0.2709
4,7,2,9.6419,9.7998,9.9577,0.3157
4,7,6,10.0129,10.1631,10.3133,0.3004
4,7,6,10.3588,10.5067,10.6547,0.2959
4,7,3,10.7156,10.8523,10.9889,0.2733
4,7,2,11.0423,11.1906,11.3388,0.2964
4,7,1,11.3886,11.5458,11.7031,0.3145
4,7,5,11.753,11.919,12.0849,0.3318
4,7,2,12.1394,12.2908,12.4423,0.3029
4,7,3,12.4984,12.6473,12.7962,0.2977
4,7,2,12.8547,12.9931,13.1315,0.2768
4,7,5,13.1848,13.3319,13.4789,0.2942
4,7,3,13.5275,13.6839,13.8403,0.3128
4,7,2,13.8965,14.034,14.1715,0.275
4,7,3,14.2257,14.37,14.5143,0.2887
4,7,5,14.5732,14.7156,14.858,0.2848
4,7,1,14.9103,15.0672,15.2241,0.3138
4,7,3,15.279,15.4345,15.59,0.3111
4,7,3,15.6478,15.7737,15.8995,0.2517
4,7,4,15.9576,16.0971,16.2366,0.279
4,7,6,16.2906,16.434,16.5773,0.2867
4,7,3,16.6326,16.7801,16.9276,0.295
4,7,6,16.9749,17.1299,17.2849,0.31
4,7,3,17.341,17.4804,17.6197,0.2786
4,7,3,17.671,17.8176,17.9642,0.2933
4,7,1,18.0213,18.165,18.3087,0.2874
4,7,1,18.3489,18.5241,18.6992,0.3503
4,7,5,18.7512,18.9047,19.0581,0.3069
4,7,4,19.1086,19.2579,19.4072,0.2985
4,7,6,19.4665,19.6103,19.7541,0.2876
4,7,3,19.8094,19.9474,20.0854,0.2759
4,7,1,20.1387,20.2818,20.4248,0.2861
4,7,4,20.4777,20.6208,20.764,0.2863
4,7,3,20.8177,20.9645,21.1112,0.2935
4,7,4,21.1672,21.3005,21.4339,0.2667
4,7,4,21.4789,21.6349,21.791,0.3121
4,7,2,21.8512,21.9994,22.1475,0.2962
4,7,3,22.2021,22.3515,22.501,0.2989
4,7,3,22.5505,22.6924,22.8343,0.2838
4,7,6,22.8924,23.0323,23.1721,0.2797
4,7,6,23.2297,23.3666,23.5034,0.2736
4,7,2,23.5648,23.7046,23.8445,0.2798
4,7,2,23.8972,24.0449,24.1927,0.2955
4,7,1,24.2449,24.3952,24.5456,0.3006
4,7,5,24.597,24.741,24.885,0.288
4,7,4,24.9339,25.0799,25.2258,0.2918
4,7,2,25.2859,25.4296,25.5733,0.2874
4,7,2,25.6258,25.7779,25.9299,0.3041
4,7,6,25.984,26.1429,26.3018,0.3177
4,7,6,26.36,26.4983,26.6367,0.2767
4,7,3,26.6955,26.8285,26.9614,0.2659
4,7,2,27.0115,27.1682,27.3249,0.3135
4,7,5,27.3726,27.5376,27.7026,0.3301
4,7,4,27.7583,27.9034,28.0484,0.2901
4,7,1,28.1066,28.2543,28.402,0.2954
4,7,5,28.4563,28.605,28.7537,0.2974
4,7,5,28.8109,28.9518,29.0926,0.2817
4,7,3,29.1506,29.2939,29.4371,0.2865
4,7,3,29.4857,29.6357,29.7856,0.2999
4,7,1,29.8428,29.9884,30.134,0.2912
4,7,4,30.1869,30.3312,30.4755,0.2886
4,7,3,30.5299,30.6698,30.8098,0.28
4,7,5,30.8669,31.0091,31.1513,0.2844
4,7,2,31.2061,31.3524,31.4987,0.2926
4,7,1,31.5493,31.7035,31.8576,0.3083
4,7,5,31.9145,32.0536,32.1926,0.2781
4,7,5,32.2446,32.386,32.5274,0.2827
4,7,6,32.5845,32.7291,32.8737,0.2892
4,7,3,32.9311,33.0747,33.2183,0.2873
4,7,2,33.2664,33.4216,33.5768,0.3104
4,7,6,33.6335,33.7793,33.925,0.2915
4,7,3,33.9823,34.1195,34.2567,0.2744
4,7,3,34.3044,34.4605,34.6166,0.3121
4,7,2,34.6746,34.8221,34.9696,0.2951
4,7,5,35.0193,35.1786,35.3379,0.3186
4,7,6,35.3935,35.5383,35.6831,0.2897
4,7,3,35.741,35.8843,36.0276,0.2866
4,7,3,36.0754,36.2263,36.3772,0.3018
4,7,1,36.4343,36.5754,36.7165,0.2822
4,7,6,36.7686,36.9119,37.0551,0.2864
4,7,5,37.1053,37.2492,37.393,0.2878
4,7,6,37.4554,37.6041,37.7527,0.2973
4,7,5,37.815,37.9562,38.0974,0.2825
4,7,5,38.1606,38.3067,38.4529,0.2923
4,7,6,38.5038,38.6582,38.8126,0.3088
4,7,5,38.8684,39.0141,39.1598,0.2914
4,7,3,39.2216,39.3662,39.5108,0.2893
4,7,3,39.5574,39.7122,39.8669,0.3096
4,7,3,39.924,40.0695,40.2149,0.291
4,7,6,40.2692,40.4194,40.5696,0.3004
4,7,6,40.6222,40.7626,40.9031,0.2809
4,7,2,40.9653,41.1037,41.2421,0.2768
4,7,2,41.2922,41.4493,41.6064,0.3143
4,7,6,41.6627,41.8083,41.954,0.2914
4,7,1,42.0125,42.1537,42.2949,0.2823
4,7,1,42.3448,42.5072,42.6695,0.3246
4,7,6,42.7222,42.8684,43.0145,0.2923
4,7,2,43.0637,43.2176,43.3714,0.3077
4,7,1,43.4227,43.5758,43.7288,0.3061
4,7,1,43.7773,43.9396,44.1018,0.3246
4,7,1,44.1525,44.3125,44.4726,0.3201
4,7,6,44.522,44.6841,44.8463,0.3242
4,7,3,44.9047,45.0482,45.1918,0.2871
4,7,1,45.2461,45.3954,45.5448,0.2987
4,7,3,45.5952,45.7443,45.8934,0.2982
4,7,3,45.9503,46.0816,46.2128,0.2625
4,7,2,46.2697,46.4133,46.557,0.2873
4,7,2,46.6066,46.7609,46.9152,0.3086
4,7,3,46.9719,47.1169,47.2618,0.2899
4,7,5,47.32,47.4637,47.6074,0.2874
4,7,3,47.663,47.8153,47.9675,0.3045
4,7,2,48.0212,48.1623,48.3035,0.2823
4,7,4,48.3536,48.5117,48.6697,0.3161
4,7,4,48.7267,48.8781,49.0294,0.3028
4,7,1,49.0831,49.2467,49.4102,0.3271
4,7,2,49.4682,49.6106,49.753,0.2847
4,7,3,49.8062,49.9471,50.0879,0.2817
4,7,2,50.1437,50.2835,50.4232,0.2795
4,7,2,50.4735,50.621,50.7685,0.2949
4,7,1,50.8267,50.9712,51.1157,0.289
4,7,2,51.172,51.3168,51.4615,0.2895
4,7,4,51.5149,51.6516,51.7883,0.2734
4,7,6,51.8419,51.9808,52.1197,0.2778
4,7,3,52.1737,52.3206,52.4675,0.2937
4,7,4,52.5247,52.67,52.8152,0.2905
4,7,5,52.8709,53.0085,53.146,0.2751
4,7,4,53.2024,53.3479,53.4935,0.291
4,7,1,53.5519,53.7027,53.8535,0.3016
4,7,2,53.9024,54.058,54.2137,0.3114
4,7,3,54.2676,54.4153,54.563,0.2954
4,7,6,54.6179,54.7543,54.8908,0.2729
4,7,5,54.9486,55.0897,55.2308,0.2822
4,7,4,55.2893,55.432,55.5748,0.2855
4,7,1,55.6325,55.7899,55.9473,0.3148
4,7,1,55.9968,56.1573,56.3177,0.3209
4,7,4,56.3749,56.5164,56.6578,0.2829
4,7,2,56.7141,56.8604,57.0067,0.2925
4,7,3,57.0649,57.209,57.3532,0.2883
4,7,1,57.4096,57.5481,57.6865,0.2769
4,7,1,57.7307,57.9052,58.0798,0.3491
4,7,1,58.1327,58.2894,58.4461,0.3133
4,7,4,58.5034,58.6506,58.7979,0.2945
4,7,6,58.8553,59.0002,59.145,0.2897
4,7,6,59.2038,59.3448,59.4857,0.282
4,7,5,59.5469,59.6959,59.845,0.2982
4,7,1,59.9051,60.0528,60.2005,0.2954
4,7,6,60.254,60.3983,60.5426,0.2886
4,7,1,60.6001,60.7419,60.8837,0.2836
4,7,6,60.9384,61.0841,61.2298,0.2914
4,7,1,61.2885,61.425,61.5615,0.2731
4,7,4,61.6144,61.7745,61.9347,0.3202
4,7,1,61.995,62.1448,62.2947,0.2996
4,7,5,62.3409,62.5235,62.7061,0.3652
4,7,6,62.7621,62.9088,63.0555,0.2934
4,7,3,63.1162,63.251,63.3857,0.2695
4,7,3,63.4391,63.5797,63.7202,0.2811
4,7,5,63.7777,63.9186,64.0595,0.2818
4,7,5,64.1136,64.2704,64.4272,0.3136
4,7,6,64.4837,64.6341,64.7844,0.3007
4,7,6,64.8355,64.9874,65.1392,0.3036
4,7,6,65.1931,65.3335,65.4739,0.2808
4,7,4,65.5391,65.6788,65.8185,0.2794
4,7,4,65.8738,66.0181,66.1623,0.2885
4,7,1,66.2218,66.3713,66.5208,0.299
4,7,3,66.5698,66.7264,66.883,0.3132
4,7,6,66.9374,67.0859,67.2345,0.2971
4,7,4,67.292,67.4324,67.5727,0.2807
4,7,6,67.627,67.7753,67.9236,0.2965
4,7,6,67.9777,68.1301,68.2825,0.3048
4,7,3,68.3418,68.4871,68.6324,0.2906
4,7,6,68.6832,68.8345,68.9858,0.3026
4,7,5,69.0401,69.1791,69.3181,0.2781
4,7,1,69.3771,69.5185,69.6599,0.2829
4,7,3,69.7155,69.8569,69.9984,0.2828
4,7,6,70.0474,70.1812,70.315,0.2676
4,7,5,70.3734,70.5134,70.6535,0.2801
4,7,4,70.7108,70.8598,71.0087,0.2979
4,7,5,71.0677,71.219,71.3702,0.3024
4,7,6,71.4188,71.5801,71.7415,0.3227
4,7,6,71.7897,71.945,72.1003,0.3106
4,7,4,72.1618,72.2968,72.4318,0.2701
4,7,3,72.4854,72.6272,72.769,0.2835
4,7,3,72.8203,72.9568,73.0932,0.2728
4,7,2,73.1512,73.2885,73.4259,0.2747
4,7,3,73.4762,73.625,73.7738,0.2976
4,7,3,73.8224,73.9655,74.1085,0.2861
4,7,2,74.1656,74.3093,74.453,0.2874
4,7,3,74.5081,74.6584,74.8086,0.3005
4,7,6,74.8617,75.0014,75.1411,0.2794
4,7,3,75.1974,75.337,75.4766,0.2792
4,7,3,75.5295,75.6797,75.8299,0.3004
4,7,6,75.8881,76.0301,76.172,0.284
4,7,3,76.2288,76.3729,76.5169,0.2881
4,7,2,76.5685,76.7374,76.9064,0.3379
4,7,4,76.9516,77.1223,77.293,0.3414
4,7,6,77.3512,77.4989,77.6466,0.2954
4,7,6,77.7015,77.854,78.0065,0.305
4,7,3,78.0745,78.2159,78.3573,0.2828
4,7,4,78.407,78.5571,78.7071,0.3001
4,7,2,78.7585,78.9143,79.0701,0.3116
4,7,4,79.1318,79.2744,79.417,0.2851
4,7,4,79.4705,79.6172,79.7639,0.2934
4,7,6,79.8216,79.9817,80.1417,0.3201
4,7,6,80.1972,80.3448,80.4924,0.2953
4,7,5,80.5579,80.6953,80.8326,0.2747
4,7,6,80.893,81.0411,81.1891,0.2962
4,7,4,81.2418,81.3895,81.5372,0.2954
4,7,1,81.5889,81.7394,81.8898,0.3009
4,7,2,81.9441,82.0808,82.2174,0.2733
4,7,3,82.2696,82.4155,82.5614,0.2918
4,7,5,82.6165,82.7659,82.9153,0.2988
4,7,4,82.9709,83.1298,83.2887,0.3179
4,7,4,83.3481,83.5001,83.6522,0.3042
4,7,1,83.7119,83.8669,84.0219,0.31
4,7,6,84.0752,84.2211,84.367,0.2918
4,7,6,84.4146,84.566,84.7175,0.3029
4,7,3,84.7773,84.9097,85.0421,0.2648
4,7,4,85.0931,85.2405,85.3878,0.2946
4,7,1,85.4436,85.5832,85.7229,0.2793
4,7,2,85.7756,85.9196,86.0636,0.2881
4,7,3,86.1136,86.2661,86.4186,0.305
4,7,1,86.4719,86.611,86.7501,0.2782
4,7,6,86.7979,86.9487,87.0995,0.3016
4,7,3,87.1592,87.2959,87.4326,0.2734
4,7,3,87.4845,87.6328,87.7811,0.2966
4,7,2,87.8398,87.9784,88.117,0.2772
4,7,3,88.1675,88.3236,88.4796,0.3121
4,7,2,88.5308,88.6753,88.8197,0.2889
4,7,6,88.8718,89.0222,89.1726,0.3008
4,7,6,89.229,89.3673,89.5057,0.2767
4,7,5,89.5691,89.7114,89.8537,0.2847
4,7,1,89.9116,90.0565,90.2014,0.2897
5,7,6,2.052,2.1975,2.3429,0.2909
5,7,2,2.4004,2.54,2.6795,0.2791
5,7,2,2.7296,2.8829,3.0362,0.3066
5,7,6,3.0891,3.2405,3.392,0.3028
5,7,3,3.4508,3.5931,3.7354,0.2846
5,7,3,3.788,3.9461,4.1042,0.3162
5,7,2,4.162,4.3064,4.4509,0.2888
5,7,4,4.5025,4.6532,4.8038,0.3013
5,7,4,4.8625,5.0067,5.1509,0.2884
5,7,1,5.2079,5.3665,5.525,0.3171
5,7,5,5.5799,5.7266,5.8733,0.2934
5,7,6,5.926,6.0689,6.2119,0.2859
5,7,5,6.271,6.411,6.551,0.28
5,7,3,6.6132,6.7599,6.9065,0.2933
5,7,3,6.9607,7.1028,7.2448,0.2841
5,7,5,7.302,7.4467,7.5915,0.2895
5,7,6,7.645,7.7951,7.9452,0.3002
5,7,1,8.0041,8.1461,8.2882,0.2841
5,7,6,8.3402,8.5013,8.6625,0.3222
5,7,1,8.7233,8.8596,8.996,0.2727
5,7,4,9.0487,9.2072,9.3657,0.317
5,7,2,9.4234,9.562,9.7005,0.2771
5,7,6,9.7542,9.903,10.0519,0.2977
5,7,6,10.1003,10.2455,10.3908,0.2905
5,7,3,10.4483,10.5853,10.7224,0.2741
5,7,3,10.7787,10.9247,11.0707,0.292
5,7,6,11.1287,11.2718,11.4149,0.2862
5,7,3,11.4717,11.6114,11.751,0.2793
5,7,5,11.8016,11.9565,12.1114,0.3097
5,7,4,12.1668,12.3206,12.4744,0.3076
5,7,5,12.5319,12.6861,12.8403,0.3084
5,7,2,12.8989,13.0392,13.1796,0.2807
5,7,3,13.2361,13.3775,13.5188,0.2827
5,7,6,13.5727,13.7146,13.8565,0.2837
5,7,5,13.908,14.0516,14.1953,0.2873
5,7,1,14.2541,14.3936,14.5332,0.2791
5,7,1,14.5838,14.7491,14.9144,0.3307
5,7,5,14.9652,15.1359,15.3066,0.3414
5,7,6,15.3602,15.5065,15.6528,0.2926
5,7,3,15.7131,15.8529,15.9927,0.2796
5,7,3,16.0411,16.1938,16.3465,0.3053
5,7,6,16.4038,16.5435,16.6832,0.2794
5,7,1,16.7395,16.8787,17.0178,0.2784
5,7,1,17.0698,17.2255,17.3813,0.3115
5,7,4,17.441,17.5812,17.7214,0.2803
5,7,5,17.7765,17.9171,18.0578,0.2813
5,7,6,18.1141,18.2652,18.4163,0.3022
5,7,4,18.4727,18.6212,18.7698,0.2971
5,7,1,18.8274,18.9803,19.1332,0.3058
5,7,1,19.1879,19.3279,19.468,0.2801
5,7,3,19.525,19.6633,19.8016,0.2765
5,7,6,19.8547,19.9813,20.1079,0.2532
5,7,3,20.1609,20.3031,20.4454,0.2846
5,7,6,20.5025,20.6439,20.7852,0.2827
5,7,6,20.8331,20.9787,21.1243,0.2912
5,7,2,21.1896,21.3268,21.464,0.2744
5,7,3,21.5203,21.6617,21.8031,0.2828
5,7,4,21.8576,21.9937,22.1298,0.2721
5,7,5,22.1805,22.3244,22.4684,0.2879
5,7,3,22.5257,22.6701,22.8145,0.2887
5,7,3,22.8619,23.01,23.158,0.2962
5,7,4,23.217,23.3573,23.4977,0.2807
5,7,3,23.5514,23.6963,23.8411,0.2898
5,7,3,23.8895,24.0331,24.1766,0.287
5,7,6,24.2323,24.3746,24.5168,0.2845
5,7,3,24.563,24.7096,24.8561,0.2931
5,7,1,24.9094,25.0549,25.2004,0.291
5,7,3,25.2511,25.3971,25.5432,0.2921
5,7,6,25.5958,25.7379,25.88,0.2842
5,7,5,25.9384,26.0773,26.2163,0.2779
